Partido_Politico,Texto
PACHAKUTIK,"El gobierno de Arauz buscará liberar a Correa de los actos de corrupción q se le inculpan; el de Lasso será la continuación de Moreno, con un endeudamiento brutal q pone en riesgo la dolarización. El Cuidado de la Vida que es el programa de #YakuPresidente es la elección correcta"
PACHAKUTIK,@YulletErazo @CarlosVerareal El Ecuador no necesita ser Venezuela para tener la economía quebrada. La cuantiosa deuda externa contraída por Correa y Moreno nos tienen en el eterno circulo vicioso de prestar para pagar. Solo un gobierno soberano como el de #YakuPresidente nos sacará del hueco https://t.co/OPqwLu9cdW
PACHAKUTIK,"Porque el #cuidadoDeLaVida es nuestro compromiso. Legislaremos para que los ecuatorianos tengan garantizada la Salud, educación, Alimentación y Vivienda @yakuperezg   #YakuPresidente  #SalvadorAsamblista  #PatriciaAsambleista https://t.co/v394vW3kmc"
PACHAKUTIK,@omarbula @RonPeper https://t.co/y8T3swCEwK.
PACHAKUTIK,Este 7 de febrero a ratificar el triunfo del pueblo @yakuperezg  #VieneLoNuevoVieneLosBueno #YakuPresidente #SalvadorAsambleista #PatriciaAsambleista https://t.co/B13v1f0MQT
PACHAKUTIK,@TeresaArboleda @LassoGuillermo Quien ha migrado a USA y Europa y aporta mensualmente remesas millonarias para mantener a sus familias y la dolarización?.  Los afectados por Lasso en el feriado bancario.  Déjese de escribir falacias que el pueblo ya abrió los ojos #YakuPresidente
PACHAKUTIK,"@TeresaArboleda @LassoGuillermo Quien defiende el agua del páramo de la contaminación de las mineras, para desarrollar la agricultura de miles de campesinos?  Lasso o #YakuPresidente?"
PACHAKUTIK,@TeresaArboleda @LassoGuillermo Quien puso los alimentos en nuestras mesas durante la pandemia?. Lasso o los indígenas y campesinos que representan la candidatura de #YakuPresidente ?
PACHAKUTIK,"@Danielsalcan88 Correa mando a callar a su bloque de asambleísta sumisas cuando se pronunciaron a favor del aborto por violación. Arauz, sigue sus instrucciones a pie juntillas.  No decepciona, esa es su ideología Patriarcal"
PACHAKUTIK,@MonicaMancero @yakuperezg No podemos dar la espalda a miles de mujeres que pierden la vida por abortos clandestinos o que quieren detener un embarazo producto de una violación. No podemos seguir viendo como se la re-victimiza #SeraLey
PACHAKUTIK,"@yakuperezg La nueva asamblea debe legislar por el cuidado de la vida, muchas mujeres mueren por abortos clandestinos, sobre todo las pobres. La Ley no promueve el aborto, pero si la protege para que no sea re-victimizada. #EsLey"
PACHAKUTIK,@PatiDBlacio Y $$ para pagar la bebida?
PACHAKUTIK,PorElPaisQueSoñamos #YakuPresidente @yakuperezg https://t.co/OhozpG3HBs
PACHAKUTIK,"@RUlcuangoF https://t.co/pjcIO3Al1i   ""Que se han creído""  dice Correa...... un fugitivo de la justicia"
PACHAKUTIK,@RUlcuangoF https://t.co/rPAi1aDhnf solo para refrescarle la memoria
PACHAKUTIK,Como el covid desnudó el modelo de desarrollo urbano excluyente en Guayaquil.  #Guayaquil https://t.co/Ohd62d4fZU
PACHAKUTIK,@amandaasubiar https://t.co/Ohd62d4fZU
PACHAKUTIK,"@ca990 @kelber_salvador @Blankimonki Ayer estuve en el cerro Santa Ana,  el 85% de la economía local ha desaparecido. Muchos perdieron la vida con la pandemia. Las condiciones habitacionales tras los muros de la regeneración son de hacinamiento. #guayaquilcity"
PACHAKUTIK,@dani_solorzano Cual es el distanciamiento que se aplica a la metrovia?  O aqui si nos podemos contaminar? #Guayaquil
PACHAKUTIK,"Un paìs q privilegia la agroecología y el turismo por sobre la minería extractivista, en favor del cuidado de la vida, la alimentación, la salud, la educación. Es la propuesta de @PKnacional18 @yakuperezg #salvadorasambleista #patriciaasambleista https://t.co/Qrzp1YEADW"
PACHAKUTIK,"Un paìs q privilegia la agroecología y el turismo por sobre la minería extractivista, en favor del cuidado de la vida, la alimentación, la salud, la educación. Es la propuesta de #Pachakutik #YakuPresidente #salvadorasambleista #patriciaasambleista https://t.co/Qrzp1YEADW"
PACHAKUTIK,"@RafaelCompte Se quema la corrupción,  la desesperanza, el dolor,  la incertidumbre,  la impotencia,  la violencia,  la prepotencia, el clientelismo, el abandono, el feminicidio,  el patriarcado, el neoliberalismo, el extractivismo,  hay que quemarlo todo para que renazca una nueva vida!"
PACHAKUTIK,"@LFC014 @pepelasso No señora...el hambre y la miseria en el mundo se llama concentración de riqueza;  élites políticas y económicas gobernando en contubernio;  intereses trasnacionales despojando las riquezas; expoliación de recursos naturales, entre otros males"
PACHAKUTIK,"@juanfervelasco @piensanuevo Ser parte de un gobierno atado a los intereses de las élites, que pago la deuda externa a tenedores inescrupulosos, antes que cuidar la vida de los ecuatorianos, es lo que el CONEJO NUNCA LO HUBIERA HECHO. El estaría con los pobres, con los indios, con los campesinos"
PACHAKUTIK,"@AF1825 Cuando me entero que el joven que ví la semana pasada hoy está muerto por el consumo de H, es cuando esa hipocresía se convierte en dolor. No hay política de salud pública contra esto"
PACHAKUTIK,o
PACHAKUTIK,Reciban de parte del Movimiento Pachakutik el deseo de que el año 2021 venga cargado de bienestar https://t.co/KYCZamUE5u
PACHAKUTIK,@TiempoRealEC @Salud_Ec @DrJuanCZevallos @FiscaliaEcuador @CNACEcuador No dejarán un solo día de hacer negocios con los fondos públicos.  Recibirán el escarnio publico en las urnas.
PACHAKUTIK,"@jotalloretv @FiscaliaEcuador @tomebamba @LaTrinqa @radialvision @teleramaec @canalunsion @_REDInformativa @WRadioec @RadioCiudad1017 @Cuenca4Rios @complicefm Vayan a la fiscalía a pedir prisión para el convicto que esta en Bélgica,  y todos los huidos de la justicia Alvarados, Duarte, Bonilla, etc, etc... #YakuPresidente #VieneLoNuevoVienLoBueno"
PACHAKUTIK,"@manuelm1965 @AlbertoAcostaE Somos la mitad de la humanidad, somos dueñas de nuestros cuerpos,  somos seres sentipensantes y tenemos plena capacidad de decidir por nuestro bienestar. #EsLey y lo será también para otras mujeres del mundo"
PACHAKUTIK,@Puqui Es el derecho a la defensa de la vida y la libre determinación sobre nuestros cuerpos.  #EsLey y será también en Ecuador
PACHAKUTIK,"@skhunt92 Que nunca mas las mujeres perdamos la vida sobre una mesa mesa inmunda,  que perforen sus úteros,  que seamos violadas en medio de un aborto clandestino. #EsLey"
PACHAKUTIK,"@CarlosVerareal @R_Passailaigue @aldia_opinionec Si en la Universidad hay ""grupos de delincuentes......"" es porque NO HAY AUTORIDAD.  La intervención de Passailague responde a un acuerdo Lenin-Nebot que terminò de sepultar a la Universidad de Guayaquil. #Guayaquil"
PACHAKUTIK,"Si miles de mujeres festejan en Argentina, si miles de mujeres en el mundo la luchan en las calles, es porque va a mejorar las condiciones de vida de las mujeres #EsLey https://t.co/s1HHHrdzaH"
PACHAKUTIK,"Los nuevos tiempos del arco iris vinieron para quedarse en Ecuador. El 7 de Febrero se ratifica en las urnas, la victoria del pueblo #YakuPresidente #salvadorasambleista #patriciaasambleista https://t.co/RjDLn032PF"
PACHAKUTIK,"Por un Ecuador inclusivo, democrático que respete los derechos y libertades.  #YakuPresidente #salvadorasambleista #patriciaasambleista https://t.co/511j3M3V9I"
PACHAKUTIK,@DianaIMaldonado Es Barcelona que siempre aparecerá para olvidar las crisis
PACHAKUTIK,DESIGUALDAD TERRITORIAL Y SEGREGACION SOCIAL. 134 millones para una empresa privada que haga pasear a la gente y Agua en tanqueros cuyo costo es 5 veces mas que el agua en red para Monte Sinai.  Dos políticas urbanas del Guayaquil exitoso que ahondan la pobreza https://t.co/dIAomC6MPh
PACHAKUTIK,"Chimborazo, flameó la bandera del Pachakutik, en Columbe, Riobamba, Guano, Guamote, Pallatanga y en miles de comunidades, que a lo largo de los caminos salió a recibir a Yaku y los candidatos del Pachakutik lista 18... #YakuPresidente #SalvadorAsambleista #PatriciaAsambleista https://t.co/5TPlEQ5SoB"
PACHAKUTIK,@modesjor @Lenin @ecuarauz @yakuperezg Correa puso a Lenin.... https://t.co/oiGpgNB9fm
PACHAKUTIK,@modesjor Creo que va a tener que regresar a la escuela a aprender a restar o revisar sus valores y dejar de mentir. Ahí los datos de la deuda externa Ecuador.  @Lenin @ecuarauz @yakuperezg #YakuPresidente #VieneLoNuevoVieneLoBueno https://t.co/8ShcGI5jUW https://t.co/iFn8gVvf8Q
PACHAKUTIK,200 policías desalojan violentamente a trabajadores de Explocen en huelga legitima. Detenido dirigente Guatoiza @MinTrabajoEc y @Lenin cómplices de violentar derechos humanos https://t.co/5FkKv6A89M
PACHAKUTIK,"@twittendencia ""Tanto como Lasso puede ser el candidato del gobierno. Te puedo asegurar que Lasso ha tenido más incidencia en las decisiones económicas de este gobierno q yo"". LASSO EL CANDIDATO DE LENIN lo dice J.F.Velasco #VieneLouevoVieneLoBueno #YakuPresidente"
PACHAKUTIK,"@sybelmartinez @radiolacalle Esta medida afecta directamente a la educación, porque por pandemia los estudiantes lo hacen virtualmente. La indolencia de @Lenin es insostenible, dejará el paìs en ruinas y saldrá a vivir al extranjero dictando conferencias como su antecesor"
PACHAKUTIK,@rabascallcarlos Esa riqueza hídrica que es contaminada con el extractivismo minero que el Correcto impuso a sangre y fuego y que ARAUZ la continuará. #MineriaNuncaMas #YakuPresidente
PACHAKUTIK,"@eluniversocom Sigue el endeudamiento irresponsables de Moreno, iniciada en el Correato;  y ni siquiera es para asistir a los pobres y sus necesidades, sino para la corrupción institucionalizada. #LeydeExtincionDelDominioRetroactiva #YakuPresidente #PachachakutikListas18"
PACHAKUTIK,"Que en esta navidad, juntemos nuestros corazones en torno a la reconciliación con la vida, que nazca en cada uno la fe y el amor a los demás. https://t.co/uT9IZ6WK0v"
PACHAKUTIK,@PKnacional18 Los nuevos tiempos llegaron con el arco iris del #PachakutikListas18 y #YakuPresidente  #SalvadorAsambleista #PatriciaAsambleista
PACHAKUTIK,@angrygeographer @VirginiaHGZ @trastejf Fuerza!!!
PACHAKUTIK,"@DecioMachadoF Todos opinando sobre un proceso electoral atípico no solo por el covid19, sino y mas bien por la fuerzas sociales que disputan el poder, con los mismos paradigmas tradicionales. El 7 de febrero los quiero volver a leer #YakuPresidente #MinkaPorLaVida #VieneLoNuevoVieneLoBueno"
PACHAKUTIK,"@AF1825 En Guayaquil, hay mas de 200.000 personas que viven sin agua potable en red y cerca de 1 millón sin alcantarillado. Son obvias las prioridades menos para la alcaldesa. #YakuPresidente  #VienLoNuevoieneLoBueno"
PACHAKUTIK,"@berecordero @ecuarauz @LassoGuillermo @yakuperezg @xhervas Muy buena iniciativa, como nos enseñan los niñxs y adolecentes"
PACHAKUTIK,@luisantonio_r @teleamazonasec Cada medida tomada por #covid19 sin medir las consecuencias sociales solo favorece la corrupción y el autoritarismo institucional.
PACHAKUTIK,"60.050 millones de dólares de deuda externa, han acumulado el Correato el gobierno de Lenin-Lasso... Correa quiere regresar a través de Arauz; Lasso quiere seguir gobernando...EL PUEBLO LOS CASTIGARÀ EN LAS URNA Y LA HISTORIA LOS JUZGARÀ #YakuPresidente  #PatriciaAsambleista https://t.co/VvPAINIJOk"
PACHAKUTIK,"Bienvenida de Yaku a Guayaquil....Aquí esta el pueblo de Guayaquil, alegre, cariñoso, hospitalario, y también sufrido recibiendo a Yaku... #YakuPresidente  #MiriamParlamentoAndino  #PatriciaAsambleaNacional"
PACHAKUTIK,"Hoy vivimos una jornada maravillosa, compartiendo con niños y niñas de Voluntad de Dios, junto a sus padres y comunidad, celebrado la navidad. Vienen los nuevos tiempos #YakuPresidente #PatriciaAsambleista #RicardoAsambleistaDistrito2 https://t.co/0NlNWcV7wY"
PACHAKUTIK,"@Literario26 En el gobierno de Correa la violencia se institucionalizó; desalojos en Monte Sinai, Ciudad de Dios, Estero Salado, Muisne, Dayuma; criminalización de la protesta social; violencia contra las mujeres. #ModernizacionDelCapital #ViolenciaPatriarcal"
PACHAKUTIK,Los nuevos tiempos llegan...el arco iris brilla con intensidad #YakuPresidebte https://t.co/81SQM8SCnV
PACHAKUTIK,"Conversando con la familia Hinostroza en el Sector de Las Talias,en #MonteSinaí con las personas que vivieron en carne propia el desalojo ordenado potcel Gobierno en el 2013. Para que esto no ocurra más trabajaremos en la #LeyNacionaldeVivienda desde la #Asamblea https://t.co/nyZiLvOV30"
PACHAKUTIK,@yakuperezg #VieneLoNuevoVieneLoBueno #YakuPresidente
PACHAKUTIK,"@yakuperezg El arco iris brilla en el cielo azul de Quito, generoso para los hermanos del sur #YakuPresidente #SalvadorAsambleista #PatriciaAsambleista #Ecuador"
PACHAKUTIK,"Constitución Ecuador Art1. El Estado respeta y estimula el desarrollo de todas las lenguas de los ecuatorianos. El castellano es el idioma oficial. El quichua, el shuar y los demás idiomas ancestrales son de uso oficial para los pueblos indígenas, en los términos que fija la ley. https://t.co/AOVCbdVRtG"
PACHAKUTIK,"Él es @yakuperezg un hombre humilde, preparado y con la convicción de que un #Ecuador mejor se puede lograr. #VieneLoNuevoVieneLoBueno #YakuPresidente #VOTATODO18 https://t.co/hghU5vY1m1"
PACHAKUTIK,"@DianaIMaldonado Por cada línea de @Martominguchi una interpretación distorcionada de la realidad, gracias que haya una voz aclaratoria"
PACHAKUTIK,"@rabascallcarlos @ecuarauz @ArauzRabascall @UnesCanar @NucleoLosRios @AdriRiveraPena @JEsperanzaEc @PichinchaLista1 @EuroRabascall @UNESJOVENES @unesguayas @TuiterosRC11AZ Si el deseo de la prefecta es pertenecer a UNES, no puede seguir perteneciendo a #PACHAKUTIK, simplemente porque los proyectos políticos son totalmente diferentes. #LosNuevosTiempos frente a la década perdida"
PACHAKUTIK,@ALBERTOACOSTAB En nuestro paìs la ineptitud PRIVADA y PUBLICA se regula en MONOPOLIO y CORRUPCION. #YakuPresidente #VieneLoNuevoVieneLoBueno
PACHAKUTIK,Mañana estaré en Radio Ecuantena  desde las 8 am conversando sobre el proceso de vacunación contra el Covid-19 en#Ecuador. ¡Atentos! #VieneLoNuevoVieneLoBueno #MinkaPorLaVida #PatriciaalaAsamblea #YakuPresidente #Guayaquil https://t.co/5GABXjkcAv
PACHAKUTIK,"Comparto con ustedes mi ultimo trabajo de investigación. file:///C:/Users/MS%20Patricia%20Sanchez/Desktop/GUAYAQUIL%20La%20ficcion%20de%20un%20exito/guayaquil,%20La%20ficcion%20de%20un%20exito.pdf https://t.co/ZwjwdguHVc"
PACHAKUTIK,"Desde Lago Agrio, la #MinkaPorLaVida continua. #YakuPresidente  #MirianParlamentariaAndina  #SalvadorAsambleista  #PatriciaAsambleista  https://t.co/3upd4IfI7E a través de @FacebookWatch"
PACHAKUTIK,"@luisantonio_r @urvaseo @teleamazonasec Nueva música para la misma empresa, seguirá la deficiencia del servicio en los sectores populares, y NINGUNA POLITICA DE RECICLAJE...El negocio es mientras más basura, más se gana, se paga por tonelada métrica recogida"
PACHAKUTIK,"Tierra bendecida por su belleza natural, recibe con alegría a #YakuPresidente, porque los nuevos tiempo están por llegar. #MiriamParlamentariaAndina #SalvadorAsambleista #PatriciaAsambleista #VieneLoNuevoVieneLoBueno https://t.co/8MYiAod3Uv"
PACHAKUTIK,"@yakuperezg Tierra bendecida por su belleza natural, recibe con alegría a #YakuPresidente, porque los nuevos tiempo están por llegar. #MiriamParlamentariaAndina #SalvadorAsambleista #PatriciaAsamblesita"
PACHAKUTIK,#YakuPresidente #MinkaPorLaVida #VieneLoNuevoVieneLoBueno Todo el Oriente vibró con la presencia de @yakuperezg y sus Asambleístas nacionales. https://t.co/7RQQgLHDAf
PACHAKUTIK,"El ciclo del agua es vida, cuidar el agua es cuidar la vida, por eso el agua es un derecho humano, que no se comercializa, no se privatiza, no se contamina. #YakuPresidente #MinkaPorLaVida #VieneLoNuevoVieneLoBueno https://t.co/TM8NvmBhkX"
PACHAKUTIK,"@HectorYepezM La irresponsabilidad de los demagogos que nos quieren meter en una guerra civil con el libre porte de armas; hay que desarmar a los delincuentes, reorganizar la policía, los centros penitenciarios y la justicia #YakuPresidente #MinkaPorLaVida #VieneLoNuevoVieneLobueno"
PACHAKUTIK,"@landislife @DDHH_Alianza @nawe2020 @FALabaka @INFOFEPP El extractivismo petrolero es muerte, los pueblos ancestrales cuidan la selva para el mundo. La promoción de actividades productivas sostenibles es un imperativo                   #YakuPresidente #MirianParlamentoAndino #SalvadorAsamblea  #PatriciaAsamble"
